0.000000000E0,-1.293128674E0,
3.333333333E-2,-1.293128674E0,-0.000000000E0
6.666666667E-2,-1.293128674E0,-0.000000000E0
1.000000000E-1,-1.293128674E0,-0.000000000E0
1.333333333E-1,-1.293128674E0,-0.000000000E0
1.666666667E-1,-1.293128674E0,-0.000000000E0
2.000000000E-1,-1.293128674E0,-0.000000000E0
2.333333333E-1,-1.293128674E0,5.606049166E-2
2.666666667E-1,-1.289391308E0,5.606049166E-2
3.000000000E-1,-1.289391308E0,-0.000000000E0
3.333333333E-1,-1.289391308E0,-0.000000000E0
3.666666667E-1,-1.289391308E0,-0.000000000E0
4.000000000E-1,-1.289391308E0,-0.000000000E0
4.333333333E-1,-1.289391308E0,-0.000000000E0
4.666666667E-1,-1.289391308E0,-0.000000000E0
5.000000000E-1,-1.289391308E0,-0.000000000E0
5.333333333E-1,-1.289391308E0,-0.000000000E0
5.666666667E-1,-1.289391308E0,-0.000000000E0
6.000000000E-1,-1.289391308E0,-0.000000000E0
6.333333333E-1,-1.289391308E0,-0.000000000E0
6.666666667E-1,-1.289391308E0,-0.000000000E0
7.000000000E-1,-1.289391308E0,-0.000000000E0
7.333333333E-1,-1.289391308E0,-0.000000000E0
7.666666667E-1,-1.289391308E0,-0.000000000E0
8.000000000E-1,-1.289391308E0,-0.000000000E0
8.333333333E-1,-1.289391308E0,-0.000000000E0
8.666666667E-1,-1.289391308E0,-0.000000000E0
9.000000000E-1,-1.289391308E0,-0.000000000E0
9.333333333E-1,-1.289391308E0,-0.000000000E0
9.666666667E-1,-1.289391308E0,-0.000000000E0
1.000000000E0,-1.289391308E0,-0.000000000E0
1.033333333E0,-1.289391308E0,-0.000000000E0
1.066666667E0,-1.289391308E0,-0.000000000E0
1.100000000E0,-1.289391308E0,-0.000000000E0
1.133333333E0,-1.289391308E0,-0.000000000E0
1.166666667E0,-1.289391308E0,-0.000000000E0
1.200000000E0,-1.289391308E0,-0.000000000E0
1.233333333E0,-1.289391308E0,-0.000000000E0
1.266666667E0,-1.289391308E0,-0.000000000E0
1.300000000E0,-1.289391308E0,-0.000000000E0
1.333333333E0,-1.289391308E0,-0.000000000E0
1.366666667E0,-1.289391308E0,-0.000000000E0
1.400000000E0,-1.289391308E0,-0.000000000E0
1.433333333E0,-1.289391308E0,-0.000000000E0
1.466666667E0,-1.289391308E0,-0.000000000E0
1.500000000E0,-1.289391308E0,-0.000000000E0
1.533333333E0,-1.289391308E0,-0.000000000E0
1.566666667E0,-1.289391308E0,-0.000000000E0
1.600000000E0,-1.289391308E0,-0.000000000E0
1.633333333E0,-1.289391308E0,-0.000000000E0
1.666666667E0,-1.289391308E0,-0.000000000E0
1.700000000E0,-1.289391308E0,-0.000000000E0
1.733333333E0,-1.289391308E0,-0.000000000E0
1.766666667E0,-1.289391308E0,-0.000000000E0
1.800000000E0,-1.289391308E0,-0.000000000E0
1.833333333E0,-1.289391308E0,-0.000000000E0
1.866666667E0,-1.289391308E0,-0.000000000E0
1.900000000E0,-1.289391308E0,-0.000000000E0
1.933333333E0,-1.289391308E0,-0.000000000E0
1.966666667E0,-1.289391308E0,-0.000000000E0
2.000000000E0,-1.289391308E0,-0.000000000E0
2.033333333E0,-1.289391308E0,-0.000000000E0
2.066666667E0,-1.289391308E0,-0.000000000E0
