0.000000000E0,-4.213613311E-3,
3.333333333E-2,-8.427226622E-3,-0.000000000E0
6.666666667E-2,-4.213613311E-3,-1.264083993E-1
1.000000000E-1,-1.685445324E-2,-6.320419966E-1
1.333333333E-1,-4.634974642E-2,-5.056335973E-1
1.666666667E-1,-5.056335973E-2,-2.275351188E0
2.000000000E-1,-1.980398256E-1,-5.119540173E0
2.333333333E-1,-3.918660379E-1,-5.625173770E0
2.666666667E-1,-5.730514103E-1,-5.245948572E0
3.000000000E-1,-7.415959427E-1,-5.119540173E0
3.333333333E-1,-9.143540885E-1,-2.591372186E0
3.666666667E-1,-9.143540885E-1,-2.296776340E0
4.000000000E-1,-1.067472511E0,-3.976508291E0
4.333333333E-1,-1.179454641E0,-3.279476665E0
4.666666667E-1,-1.286104289E0,-3.999361787E0
5.000000000E-1,-1.446078760E0,-4.319310730E0
5.333333333E-1,-1.574058337E0,-1.919693658E0
5.666666667E-1,-1.574058337E0,-0.000000000E0
6.000000000E-1,-1.574058337E0,-0.000000000E0
6.333333333E-1,-1.574058337E0,-0.000000000E0
6.666666667E-1,-1.574058337E0,-0.000000000E0
7.000000000E-1,-1.574058337E0,-0.000000000E0
7.333333333E-1,-1.574058337E0,-0.000000000E0
7.666666667E-1,-1.574058337E0,-0.000000000E0
8.000000000E-1,-1.574058337E0,-0.000000000E0
8.333333333E-1,-1.574058337E0,-0.000000000E0
8.666666667E-1,-1.574058337E0,-0.000000000E0
9.000000000E-1,-1.574058337E0,-0.000000000E0
9.333333333E-1,-1.574058337E0,
